key,manufacturer,ID,type,stages,ratio,mass,inertia,efficiency,direction,max_int_torque,max_cont_torque
FH_12_3_R9.17:1,Faulhaber,12_3_R9.17:1,spur,3,9.17,0.009000000000000001,0.0,0.9,-1.0,0.1,0.006
FH_12_3_R20.6:1,Faulhaber,12_3_R20.6:1,spur,4,20.6,0.01,0.0,0.86,1.0,0.1,0.008
FH_12_3_R46.4:1,Faulhaber,12_3_R46.4:1,spur,5,46.4,0.011000000000000001,0.0,0.81,-1.0,0.1,0.01
FH_12_3_R104.4:1,Faulhaber,12_3_R104.4:1,spur,6,104.4,0.012,0.0,0.77,1.0,0.1,0.02
FH_12_3_R235:1,Faulhaber,12_3_R235:1,spur,7,235.0,0.013,0.0,0.74,-1.0,0.1,0.03
FH_12_3_R529:1,Faulhaber,12_3_R529:1,spur,8,529.0,0.013999999999999999,0.0,0.7000000000000001,1.0,0.1,0.03
FH_12_3_R1190:1,Faulhaber,12_3_R1190:1,spur,9,1190.0,0.015,0.0,0.66,-1.0,0.1,0.03
FH_12_3_R2677:1,Faulhaber,12_3_R2677:1,spur,10,2677.0,0.016,0.0,0.63,1.0,0.1,0.03
FH_16A_R11.9:1,Faulhaber,16A_R11.9:1,spur,2,11.9,0.003,0.0,0.81,1.0,0.1,0.01
FH_16A_R22:1,Faulhaber,16A_R22:1,spur,3,22.0,0.004,0.0,0.73,-1.0,0.1,0.01
FH_16A_R41:1,Faulhaber,16A_R41:1,spur,3,41.0,0.004,0.0,0.73,-1.0,0.1,0.02
FH_16A_R76:1,Faulhaber,16A_R76:1,spur,4,76.0,0.004,0.0,0.66,1.0,0.1,0.02
FH_16A_R141:1,Faulhaber,16A_R141:1,spur,4,141.0,0.004,0.0,0.66,1.0,0.1,0.03
FH_16A_R262:1,Faulhaber,16A_R262:1,spur,5,262.0,0.005,0.0,0.59,-1.0,0.1,0.03
FH_16A_R485:1,Faulhaber,16A_R485:1,spur,5,485.0,0.005,0.0,0.59,-1.0,0.1,0.03
FH_16A_R900:1,Faulhaber,16A_R900:1,spur,6,900.0,0.005,0.0,0.53,1.0,0.1,0.03
FH_16A_R1670:1,Faulhaber,16A_R1670:1,spur,6,1670.0,0.005,0.0,0.53,1.0,0.1,0.03
FH_16A_R3101:1,Faulhaber,16A_R3101:1,spur,7,3101.0,0.006,0.0,0.48,-1.0,0.1,0.03
FH_16A_R5752:1,Faulhaber,16A_R5752:1,spur,7,5752.0,0.006,0.0,0.48,-1.0,0.1,0.03
