key,manufacturer,ID,type,V,k_t,R,L,mass,inertia,omega_nl,I_nl,I_nom,max_int_torque,max_int_speed,max_cont_speed,max_cont_power,coulomb_friction,viscous_friction,Rth1,Rth2
MM_DCX06M01EBKL611,Maxon,DCX06M01EBKL611,DC,4.5,0.00234,20.8,7.1e-05,0.002,1.79e-09,1822.12373908208,0.0121,0.149,Inf,1811.65176357011,Inf,Inf,NaN,NaN,20,105
MM_DCX06M01EBKL640,Maxon,DCX06M01EBKL640,DC,6,0.00312,37.2,0.000126,0.002,1.78e-09,1822.12373908208,0.00907,0.111,Inf,1811.65176357011,Inf,Inf,NaN,NaN,20,105
MM_DCX06M01EBSL501,Maxon,DCX06M01EBSL501,DC,1.5,0.000779,2.58,8e-06,0.002,1.66e-09,1832.59571459405,0.0289,0.425,Inf,1811.65176357011,Inf,Inf,NaN,NaN,20,105
MM_DCX06M01EBSL570,Maxon,DCX06M01EBSL570,DC,3,0.00156,8.92,3.2e-05,0.002,1.83e-09,1843.06769010601,0.0145,0.228,Inf,1811.65176357011,Inf,Inf,NaN,NaN,20,105
MM_DCX06M01EBSL611,Maxon,DCX06M01EBSL611,DC,4.5,0.00234,20.8,7.1e-05,0.002,1.79e-09,1843.06769010601,0.00963,0.149,Inf,1811.65176357011,Inf,Inf,NaN,NaN,20,105
MM_DCX06M01EBSL640,Maxon,DCX06M01EBSL640,DC,6,0.00312,37.2,0.000126,0.002,1.78e-09,1843.06769010601,0.00722,0.112,Inf,1811.65176357011,Inf,Inf,NaN,NaN,20,105
MM_DCX08M01EBKL537,Maxon,DCX08M01EBKL537,DC,2.4,0.00195,4.13,1.4e-05,0.004,3.84e-09,1204.27718387609,0.0136,0.344,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX08M01EBKL591,Maxon,DCX08M01EBKL591,DC,4.2,0.00336,12.3,4.1e-05,0.004,3.79e-09,1214.74915938805,0.0101,0.199,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX08M01EBKL633,Maxon,DCX08M01EBKL633,DC,6,0.00508,29,9.4e-05,0.004,3.72e-09,1151.91730631626,0.00515,0.13,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX08M01EBKL644,Maxon,DCX08M01EBKL644,DC,7.2,0.00567,38.5,0.000117,0.004,3.54e-09,1235.69311041199,0.0047,0.113,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX08M01EBKL666,Maxon,DCX08M01EBKL666,DC,9,0.00707,54.3,0.000183,0.004,3.83e-09,1246.16508592395,0.00377,0.0947,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX08M01EBKL687,Maxon,DCX08M01EBKL687,DC,12,0.00871,92.2,0.000276,0.004,3.51e-09,1340.41286553164,0.00312,0.0726,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX08M01EBSL537,Maxon,DCX08M01EBSL537,DC,2.4,0.00195,4.13,1.4e-05,0.004,3.84e-09,1204.27718387609,0.0119,0.345,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX08M01EBSL591,Maxon,DCX08M01EBSL591,DC,4.2,0.00336,12.3,4.1e-05,0.004,3.79e-09,1225.22113490002,0.00693,0.199,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX08M01EBSL633,Maxon,DCX08M01EBSL633,DC,6,0.00508,29,9.4e-05,0.004,3.72e-09,1151.91730631626,0.00451,0.13,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX08M01EBSL644,Maxon,DCX08M01EBSL644,DC,7.2,0.00567,38.5,0.000117,0.004,3.54e-09,1246.16508592395,0.00412,0.113,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX08M01EBSL666,Maxon,DCX08M01EBSL666,DC,9,0.00707,54.3,0.000183,0.004,3.83e-09,1246.16508592395,0.0033,0.0949,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX08M01EBSL687,Maxon,DCX08M01EBSL687,DC,12,0.00871,92.2,0.000276,0.004,3.51e-09,1350.88484104361,0.00274,0.0728,Inf,1811.65176357011,Inf,Inf,NaN,NaN,16.9,101
MM_DCX10L01EBKL425,Maxon,DCX10L01EBKL425,DC,1.5,0.00121,0.355,5e-06,0.011,1.53e-08,1204.27718387609,0.0976,0.924,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10L01EBKL489,Maxon,DCX10L01EBKL489,DC,3,0.00231,1.44,2e-05,0.011,1.32e-08,1267.10903694788,0.0528,0.918,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10L01EBKL531,Maxon,DCX10L01EBKL531,DC,4.5,0.00352,2.9,4.5e-05,0.011,1.51e-08,1246.16508592395,0.0343,0.645,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10L01EBKL558,Maxon,DCX10L01EBKL558,DC,6,0.00461,6.4,7.8e-05,0.011,1.19e-08,1267.10903694788,0.0263,0.435,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10L01EBKL601,Maxon,DCX10L01EBKL601,DC,9,0.00704,13.2,0.000181,0.011,1.34e-08,1246.16508592395,0.0171,0.303,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10L01EBKL635,Maxon,DCX10L01EBKL635,DC,12,0.00995,27.3,0.000362,0.011,1.3e-08,1172.86125734019,0.0117,0.211,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10L01EBSL425,Maxon,DCX10L01EBSL425,DC,1.5,0.00121,0.355,5e-06,0.011,1.53e-08,1214.74915938805,0.0836,0.924,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10L01EBSL489,Maxon,DCX10L01EBSL489,DC,3,0.00231,1.44,2e-05,0.011,1.32e-08,1277.58101245985,0.0447,0.921,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10L01EBSL531,Maxon,DCX10L01EBSL531,DC,4.5,0.00352,2.9,4.5e-05,0.011,1.51e-08,1256.63706143592,0.0291,0.647,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10L01EBSL558,Maxon,DCX10L01EBSL558,DC,6,0.00461,6.4,7.8e-05,0.011,1.19e-08,1267.10903694788,0.0223,0.436,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10L01EBSL601,Maxon,DCX10L01EBSL601,DC,9,0.00704,13.2,0.000181,0.011,1.34e-08,1256.63706143592,0.0146,0.303,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10L01EBSL635,Maxon,DCX10L01EBSL635,DC,12,0.00995,27.3,0.000362,0.011,1.3e-08,1183.33323285216,0.0101,0.211,Inf,1497.49249821113,Inf,Inf,NaN,NaN,10.6,36.5
MM_DCX10S01EBKL484,Maxon,DCX10S01EBKL484,DC,1.5,0.00107,1.08,1.4e-05,0.006,7.66e-09,1319.46891450771,0.0881,0.924,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX10S01EBKL550,Maxon,DCX10S01EBKL550,DC,3,0.00207,4.04,5.1e-05,0.006,7.66e-09,1361.35681655558,0.0459,0.49,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX10S01EBKL593,Maxon,DCX10S01EBKL593,DC,4.5,0.0032,9.72,0.000122,0.006,7.6e-09,1319.46891450771,0.0294,0.316,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX10S01EBKL633,Maxon,DCX10S01EBKL633,DC,6,0.00474,19.5,0.000268,0.006,8.1e-09,1183.33323285216,0.019,0.223,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX10S01EBKL663,Maxon,DCX10S01EBKL663,DC,9,0.0064,41.8,0.000488,0.006,7.12e-09,1308.99693899575,0.0147,0.152,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX10S01EBKL692,Maxon,DCX10S01EBKL692,DC,12,0.00853,74.9,0.000868,0.006,7.06e-09,1308.99693899575,0.011,0.114,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX10S01EBSL484,Maxon,DCX10S01EBSL484,DC,1.5,0.00107,1.08,1.4e-05,0.006,7.66e-09,1319.46891450771,0.0841,0.924,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX10S01EBSL550,Maxon,DCX10S01EBSL550,DC,3,0.00207,4.04,5.1e-05,0.006,7.66e-09,1361.35681655558,0.0438,0.49,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX10S01EBSL593,Maxon,DCX10S01EBSL593,DC,4.5,0.0032,9.72,0.000122,0.006,7.6e-09,1319.46891450771,0.028,0.316,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX10S01EBSL633,Maxon,DCX10S01EBSL633,DC,6,0.00474,19.5,0.000268,0.006,8.1e-09,1193.80520836412,0.0182,0.223,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX10S01EBSL663,Maxon,DCX10S01EBSL663,DC,9,0.0064,41.8,0.000488,0.006,7.12e-09,1319.46891450771,0.014,0.152,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX10S01EBSL692,Maxon,DCX10S01EBSL692,DC,12,0.00853,74.9,0.000868,0.006,7.06e-09,1308.99693899575,0.0105,0.114,Inf,1497.49249821113,Inf,Inf,NaN,NaN,22,37.6
MM_DCX12L01EBKL494,Maxon,DCX12L01EBKL494,DC,3,0.00322,0.975,3.1e-05,0.016,4.84e-08,921.533845053006,0.0345,0.924,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12L01EBKL535,Maxon,DCX12L01EBKL535,DC,4.5,0.00483,1.94,7.1e-05,0.016,5.33e-08,922.581042604203,0.023,0.849,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12L01EBKL563,Maxon,DCX12L01EBKL563,DC,6,0.00644,3.68,0.000125,0.016,4.96e-08,921.533845053006,0.0172,0.615,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12L01EBKL604,Maxon,DCX12L01EBKL604,DC,9,0.00966,7.29,0.000282,0.016,5.59e-08,922.581042604203,0.0115,0.436,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12L01EBKL633,Maxon,DCX12L01EBKL633,DC,12,0.0129,14.6,0.000502,0.016,4.98e-08,921.533845053006,0.00862,0.308,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12L01EBKL673,Maxon,DCX12L01EBKL673,DC,18,0.0193,33.1,0.00113,0.016,4.95e-08,921.533845053006,0.00575,0.204,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12L01EBSL494,Maxon,DCX12L01EBSL494,DC,3,0.00322,0.975,3.1e-05,0.016,4.84e-08,922.581042604203,0.0313,0.924,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12L01EBSL535,Maxon,DCX12L01EBSL535,DC,4.5,0.00483,1.94,7.1e-05,0.016,5.33e-08,923.628240155399,0.0209,0.851,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12L01EBSL563,Maxon,DCX12L01EBSL563,DC,6,0.00644,3.68,0.000125,0.016,4.96e-08,922.581042604203,0.0157,0.616,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12L01EBSL604,Maxon,DCX12L01EBSL604,DC,9,0.00966,7.29,0.000282,0.016,5.59e-08,923.628240155399,0.0104,0.437,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12L01EBSL633,Maxon,DCX12L01EBSL633,DC,12,0.0129,14.6,0.000502,0.016,4.98e-08,922.581042604203,0.00783,0.309,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12L01EBSL673,Maxon,DCX12L01EBSL673,DC,18,0.0193,33.1,0.00113,0.016,4.95e-08,922.581042604203,0.00522,0.205,Inf,1256.63706143592,Inf,Inf,NaN,NaN,10.3,31
MM_DCX12S01EBKL556,Maxon,DCX12S01EBKL556,DC,3,0.00306,2.74,7.2e-05,0.011,2.86e-08,952.949771588904,0.03,0.654,Inf,1361.35681655558,Inf,Inf,NaN,NaN,14.4,35
MM_DCX12S01EBKL597,Maxon,DCX12S01EBKL597,DC,4.5,0.00463,6.42,0.000166,0.011,2.78e-08,944.572191179331,0.0198,0.427,Inf,1361.35681655558,Inf,Inf,NaN,NaN,14.4,35
MM_DCX12S01EBKL625,Maxon,DCX12S01EBKL625,DC,6,0.00612,10.6,0.00029,0.011,2.93e-08,953.9969691401,0.015,0.332,Inf,1361.35681655558,Inf,Inf,NaN,NaN,14.4,35
MM_DCX12S01EBKL666,Maxon,DCX12S01EBKL666,DC,9,0.00926,25,0.000664,0.011,2.86e-08,944.572191179331,0.00989,0.216,Inf,1361.35681655558,Inf,Inf,NaN,NaN,14.4,35
MM_DCX12S01EBKL695,Maxon,DCX12S01EBKL695,DC,12,0.0123,46,0.00117,0.011,2.75e-08,945.619388730528,0.00743,0.159,Inf,1361.35681655558,Inf,Inf,NaN,NaN,14.4,35
MM_DCX12S01EBSL556,Maxon,DCX12S01EBSL556,DC,3,0.00306,2.74,7.2e-05,0.011,2.86e-08,951.902574037707,0.0318,0.655,Inf,1361.35681655558,Inf,Inf,NaN,NaN,14.4,35
MM_DCX12S01EBSL597,Maxon,DCX12S01EBSL597,DC,4.5,0.00463,6.42,0.000166,0.011,2.78e-08,942.477796076938,0.0209,0.427,Inf,1361.35681655558,Inf,Inf,NaN,NaN,14.4,35
MM_DCX12S01EBSL625,Maxon,DCX12S01EBSL625,DC,6,0.00612,10.6,0.00029,0.011,2.93e-08,952.949771588904,0.0159,0.332,Inf,1361.35681655558,Inf,Inf,NaN,NaN,14.4,35
MM_DCX12S01EBSL666,Maxon,DCX12S01EBSL666,DC,9,0.00926,25,0.000664,0.011,2.86e-08,943.524993628134,0.0105,0.216,Inf,1361.35681655558,Inf,Inf,NaN,NaN,14.4,35
MM_DCX12S01EBSL695,Maxon,DCX12S01EBSL695,DC,12,0.0123,46,0.00117,0.011,2.75e-08,944.572191179331,0.00788,0.159,Inf,1361.35681655558,Inf,Inf,NaN,NaN,14.4,35
MM_DCX14L01EBKL472,Maxon,DCX14L01EBKL472,DC,3,0.00365,0.664,2.5e-05,0.026,8.31e-08,808.436509523773,0.0763,1.2,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBKL512,Maxon,DCX14L01EBKL512,DC,4.5,0.00547,1.29,5.7e-05,0.026,9.42e-08,809.48370707497,0.0509,1.19,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBKL541,Maxon,DCX14L01EBKL541,DC,6,0.0073,2.33,0.000101,0.026,9.26e-08,809.48370707497,0.0382,0.884,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBKL582,Maxon,DCX14L01EBKL582,DC,9,0.0109,5.02,0.000227,0.026,9.66e-08,810.530904626167,0.0255,0.602,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBKL610,Maxon,DCX14L01EBKL610,DC,12,0.0146,8.9,0.000403,0.026,9.7e-08,810.530904626167,0.0191,0.452,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBKL651,Maxon,DCX14L01EBKL651,DC,18,0.0219,22.5,0.000908,0.026,8.72e-08,808.436509523773,0.0127,0.284,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBKL680,Maxon,DCX14L01EBKL680,DC,24,0.0292,37.1,0.00161,0.026,9.39e-08,809.48370707497,0.00955,0.221,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBSL472,Maxon,DCX14L01EBSL472,DC,3,0.00365,0.664,2.5e-05,0.026,8.31e-08,808.436509523773,0.0736,1.2,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBSL512,Maxon,DCX14L01EBSL512,DC,4.5,0.00547,1.29,5.7e-05,0.026,9.42e-08,810.530904626167,0.0491,1.2,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBSL541,Maxon,DCX14L01EBSL541,DC,6,0.0073,2.33,0.000101,0.026,9.26e-08,810.530904626167,0.0368,0.889,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBSL582,Maxon,DCX14L01EBSL582,DC,9,0.0109,5.02,0.000227,0.026,9.66e-08,810.530904626167,0.0245,0.605,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBSL610,Maxon,DCX14L01EBSL610,DC,12,0.0146,8.9,0.000403,0.026,9.7e-08,810.530904626167,0.0184,0.454,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBSL651,Maxon,DCX14L01EBSL651,DC,18,0.0219,22.5,0.000908,0.026,8.72e-08,809.48370707497,0.0123,0.286,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01EBSL680,Maxon,DCX14L01EBSL680,DC,24,0.0292,37.1,0.00161,0.026,9.39e-08,810.530904626167,0.0092,0.223,Inf,908.967474438647,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBKL472,Maxon,DCX14L01GBKL472,DC,4.5,0.00365,0.698,2.5e-05,0.026,8.31e-08,1214.74915938805,0.0748,1.8,Inf,1780.23583703422,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBKL512,Maxon,DCX14L01GBKL512,DC,6,0.00547,1.33,5.7e-05,0.026,9.42e-08,1089.08545324446,0.048,1.31,Inf,1780.23583703422,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBKL541,Maxon,DCX14L01GBKL541,DC,9,0.0073,2.37,0.000101,0.026,9.26e-08,1225.22113490002,0.0374,0.972,Inf,1780.23583703422,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBKL582,Maxon,DCX14L01GBKL582,DC,12,0.0109,5.31,0.000227,0.026,9.66e-08,1078.6134777325,0.024,0.649,Inf,1780.23583703422,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBKL610,Maxon,DCX14L01GBKL610,DC,18,0.0146,9.21,0.000403,0.026,9.7e-08,1214.74915938805,0.0187,0.491,Inf,1780.23583703422,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBKL651,Maxon,DCX14L01GBKL651,DC,24,0.0219,22.9,0.000908,0.026,8.72e-08,1078.6134777325,0.012,0.313,Inf,1780.23583703422,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBSL472,Maxon,DCX14L01GBSL472,DC,4.5,0.00365,0.698,2.5e-05,0.026,8.31e-08,1214.74915938805,0.0739,1.81,Inf,1570.7963267949,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBSL512,Maxon,DCX14L01GBSL512,DC,6,0.00547,1.33,5.7e-05,0.026,9.42e-08,1089.08545324446,0.0464,1.31,Inf,1570.7963267949,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBSL541,Maxon,DCX14L01GBSL541,DC,9,0.0073,2.37,0.000101,0.026,9.26e-08,1225.22113490002,0.037,0.974,Inf,1570.7963267949,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBSL582,Maxon,DCX14L01GBSL582,DC,12,0.0109,5.31,0.000227,0.026,9.66e-08,1078.6134777325,0.0232,0.651,Inf,1570.7963267949,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBSL610,Maxon,DCX14L01GBSL610,DC,18,0.0146,9.21,0.000403,0.026,9.7e-08,1214.74915938805,0.0185,0.492,Inf,1570.7963267949,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX14L01GBSL651,Maxon,DCX14L01GBSL651,DC,24,0.0219,22.9,0.000908,0.026,8.72e-08,1078.6134777325,0.0116,0.314,Inf,1570.7963267949,Inf,Inf,NaN,NaN,8.63,22.2
MM_DCX16L01EBKL465,Maxon,DCX16L01EBKL465,DC,3,0.00444,0.388,2.6e-05,0.042,2.18e-07,669.159235214626,0.0668,1.2,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01EBKL531,Maxon,DCX16L01EBKL531,DC,6,0.00859,1.31,9.6e-05,0.042,2.36e-07,693.244778892148,0.0349,1.2,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01EBKL575,Maxon,DCX16L01EBKL575,DC,9,0.0133,2.87,0.000231,0.042,2.59e-07,670.206432765822,0.0223,0.887,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01EBKL604,Maxon,DCX16L01EBKL604,DC,12,0.0178,5.82,0.000411,0.042,2.28e-07,670.206432765822,0.0167,0.622,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01EBKL645,Maxon,DCX16L01EBKL645,DC,18,0.0267,12.9,0.000925,0.042,2.33e-07,670.206432765822,0.0111,0.419,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01EBKL671,Maxon,DCX16L01EBKL671,DC,24,0.0347,22.7,0.00156,0.042,2.23e-07,686.961593584968,0.00862,0.315,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01EBSL465,Maxon,DCX16L01EBSL465,DC,3,0.00444,0.388,2.6e-05,0.042,2.18e-07,668.112037663429,0.0792,1.2,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01EBSL531,Maxon,DCX16L01EBSL531,DC,6,0.00859,1.31,9.6e-05,0.042,2.36e-07,692.197581340951,0.0414,1.2,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01EBSL575,Maxon,DCX16L01EBSL575,DC,9,0.0133,2.87,0.000231,0.042,2.59e-07,669.159235214626,0.0264,0.888,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01EBSL604,Maxon,DCX16L01EBSL604,DC,12,0.0178,5.82,0.000411,0.042,2.28e-07,669.159235214626,0.0198,0.623,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01EBSL645,Maxon,DCX16L01EBSL645,DC,18,0.0267,12.9,0.000925,0.042,2.33e-07,669.159235214626,0.0132,0.419,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01EBSL671,Maxon,DCX16L01EBSL671,DC,24,0.0347,22.7,0.00156,0.042,2.23e-07,685.914396033771,0.0102,0.315,Inf,908.967474438647,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBKL465,Maxon,DCX16L01GBKL465,DC,6,0.00444,0.43,2.6e-05,0.042,2.18e-07,1340.41286553164,0.102,2,Inf,1780.23583703422,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBKL504,Maxon,DCX16L01GBKL504,DC,9,0.00652,0.79,5.5e-05,0.042,2.4e-07,1371.82879206754,0.0708,1.85,Inf,1780.23583703422,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBKL531,Maxon,DCX16L01GBKL531,DC,12,0.00859,1.63,9.6e-05,0.042,2.36e-07,1371.82879206754,0.0538,1.28,Inf,1780.23583703422,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBKL575,Maxon,DCX16L01GBKL575,DC,18,0.0133,3.22,0.000231,0.042,2.59e-07,1340.41286553164,0.034,0.906,Inf,1780.23583703422,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBKL604,Maxon,DCX16L01GBKL604,DC,24,0.0178,6.22,0.000411,0.042,2.28e-07,1340.41286553164,0.0255,0.652,Inf,1780.23583703422,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBKL645,Maxon,DCX16L01GBKL645,DC,36,0.0267,13.3,0.000925,0.042,2.33e-07,1340.41286553164,0.017,0.445,Inf,1780.23583703422,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBSL465,Maxon,DCX16L01GBSL465,DC,6,0.00444,0.431,2.6e-05,0.042,2.18e-07,1340.41286553164,0.101,2,Inf,1570.7963267949,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBSL504,Maxon,DCX16L01GBSL504,DC,9,0.00652,0.791,5.5e-05,0.042,2.4e-07,1371.82879206754,0.0698,1.85,Inf,1570.7963267949,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBSL531,Maxon,DCX16L01GBSL531,DC,12,0.00859,1.63,9.6e-05,0.042,2.36e-07,1371.82879206754,0.0531,1.28,Inf,1570.7963267949,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBSL575,Maxon,DCX16L01GBSL575,DC,18,0.0133,3.22,0.000231,0.042,2.59e-07,1340.41286553164,0.0336,0.906,Inf,1570.7963267949,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBSL604,Maxon,DCX16L01GBSL604,DC,24,0.0178,6.23,0.000411,0.042,2.28e-07,1340.41286553164,0.0252,0.652,Inf,1570.7963267949,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16L01GBSL645,Maxon,DCX16L01GBSL645,DC,36,0.0267,13.3,0.000925,0.042,2.33e-07,1340.41286553164,0.0168,0.445,Inf,1570.7963267949,Inf,Inf,NaN,NaN,7.21,17.9
MM_DCX16S01EBKL512,Maxon,DCX16S01EBKL512,DC,3,0.00445,1.2,3.6e-05,0.026,1e-07,658.68725970266,0.056,1.2,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBKL553,Maxon,DCX16S01EBKL553,DC,4.5,0.00667,2.8,8e-05,0.026,9.7e-08,658.68725970266,0.0373,0.782,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBKL577,Maxon,DCX16S01EBKL577,DC,6,0.00853,4.06,0.000131,0.026,1.08e-07,689.055988687361,0.0296,0.648,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBKL622,Maxon,DCX16S01EBKL622,DC,9,0.0133,11.4,0.00032,0.026,9.59e-08,658.68725970266,0.0187,0.388,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBKL652,Maxon,DCX16S01EBKL652,DC,12,0.018,19.2,0.000581,0.026,1.03e-07,652.40407439548,0.0138,0.298,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBKL692,Maxon,DCX16S01EBKL692,DC,18,0.0267,38.6,0.00128,0.026,1.12e-07,660.781654805053,0.00934,0.21,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBKL721,Maxon,DCX16S01EBKL721,DC,24,0.036,83.1,0.00232,0.026,9.6e-08,651.356876844284,0.00691,0.143,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
